order_id,customer_id,product_name,category,quantity,unit_price,order_date,payment_method,country
1032,C206,Tennis Racket,Sports,3,69.22,2025-02-22,Debit Card,Netherlands
1033,c134,HDMI Cable,Electronics,3,12.6,2025-06-09,Credit Card,Italy
1034,C028,Scented Candle,Home,4,14.29,2025-04-30,Credit Card,Spain
1035,C065,Monitor Stand,Office,3,52.13,2025-06-13,Credit Card,Italy
1036,C119,Water Bottle,Sports,2,15.33,2025-04-25,Credit Card,Greece
1037,C081,Desk Organizer,Office,4,21.96,2025-07-05,Bank Transfer,Italy
1038,C236,Water Bottle,Sports,2,19.86,2025-03-03,Credit Card,Netherlands
1039,C173,Yoga Mat,Sports,4,35.16,2025-05-31,,Greece
1040,C168,Tennis Racket,Sports,4,69.73,2025-07-11,Bank Transfer,Netherlands
1041,C125,Resistance Bands,Sports,5,24.39,2025-06-21,PayPal,Netherlands
1042,C102,Resistance Bands,Sports,1,20.53,2025-02-16,Debit Card,Greece
1043,C179,Bluetooth Speaker,Electronics,1,58.15,2025-03-09,Bank Transfer,Netherlands
1044,C216,Laptop Sleeve,Electronics,2,28.18,2025-02-06,PayPal,Spain
1045,C030,Water Bottle,Sports,2,15.77,2025-07-13,Bank Transfer,Spain
1046,C150,Notebook Set,Office,2,8.17,2025-03-31,Bank Transfer,Greece
1047,C217,HDMI Cable,Electronics,4,15.89,2025-05-21,PayPal,Greece
1048,C152,Protein Powder,Sports,4,32.14,2025-03-15,Credit Card,Italy
1049,C142,USB-C Cable,Electronics,3,10.44,2025-06-29,Bank Transfer,Spain
1050,C166,Monitor Stand,Office,4,53.29,2025-07-12,Bank Transfer,Greece
1051,C121,Monitor Stand,Office,4,59.27,2025-03-15,Debit Card,Italy
1052,C155,Fitness Tracker,Electronics,2,83.56,2025-03-31,Bank Transfer,Spain
1053,C189,Monitor Stand,Office,4,57.53,2025-02-25,Debit Card,France
1054,C124,Desk Lamp,Home,2,45.94,2025-03-07,Debit Card,Italy
1055,C242,Tennis Racket,Sports,3,62.38,2025-03-16,,Italy
1056,C226,Phone Case,Electronics,3,23.61,2025-07-07,Debit Card,Germany
1057,C009,USB-C Cable,Electronics,3,11.31,2025-05-05,Credit Card,Italy
1058,C125,Phone Case,Electronics,3,19.13,2025-04-15,Credit Card,Italy
1059,C177,Scented Candle,Home,5,9.4,2025-07-05,Credit Card,Netherlands
1060,C205,Fitness Tracker,Electronics,1,77.24,2025-02-11,Credit Card,Italy
1061,C162,Yoga Mat,Sports,2,34.34,2025-04-17,Debit Card,Netherlands
1062,C130,Tennis Racket,Sports,1,68.55,2025-02-23,PayPal,France
1063,C052,Fitness Tracker,Electronics,4,79.63,2025-01-16,Debit Card,Spain
1064,C022,Phone Case,Electronics,3,22.31,2025-05-01,PayPal,Netherlands
1065,C193,Scented Candle,Home,4,12.31,2025-03-14,Debit Card,Spain
1066,C118,Scented Candle,Home,3,15.16,2025-01-22,Bank Transfer,Germany
1067,C133,USB-C Cable,Electronics,1,17.36,2025-04-11,PayPal,Spain
1068,C016,Coffee Mug,Home,1,7.45,2025-07-03,Debit Card,Italy
1069,C183,Scented Candle,Home,3,14.61,2025-05-02,Bank Transfer,Netherlands
1070,C185,Mechanical Keyboard,Electronics,3,121.88,2025-01-17,PayPal,Italy
1071,C104,Fitness Tracker,Electronics,2,79.66,2025-06-03,Bank Transfer,Netherlands
1072,C167,Coffee Mug,Home,2,11.29,2025-04-02,Credit Card,Greece
1073,C185,Desk Lamp,Home,5,42.74,2025-06-02,PayPal,Germany
1074,C134,Mechanical Keyboard,Electronics,2,121.74,2025-01-20,Credit Card,Italy
1075,C199,Resistance Bands,Sports,4,19.48,2025-05-24,Credit Card,Netherlands
1076,C161,Scented Candle,Home,3,16.53,2025-02-15,Credit Card,Netherlands
1077,C147,Wireless Mouse,Electronics,4,30.9,2025-04-11,Debit Card,Netherlands
1078,C229,Laptop Sleeve,Electronics,5,29.27,2025-03-15,PayPal,France
1079,C184,Desk Organizer,Office,2,18.12,2025-04-21,Debit Card,Greece
1080,C211,Monitor Stand,Office,4,55.41,2025-02-09,Debit Card,Netherlands
1081,C024,Running Shoes,Sports,4,90.47,2025-02-17,Bank Transfer,Germany
1082,C135,Coffee Mug,Home,5,11.66,2025-06-07,Bank Transfer,France
1083,C113,Tennis Racket,Sports,4,63.02,2025-02-25,Debit Card,Italy
1084,C034,Scented Candle,Home,5,12.79,2025-02-14,Debit Card,Spain
1085,C242,Laptop Sleeve,Electronics,3,27.96,2025-02-14,Bank Transfer,Greece
1086,C011,Scented Candle,Home,2,16.93,2025-02-14,PayPal,France
1087,C125,Wireless Mouse,Electronics,2,30.48,2025-02-20,Bank Transfer,Greece
1088,C073,Bluetooth Speaker,Electronics,2,61.37,2025-05-20,Credit Card,Greece
1089,C012,HDMI Cable,Electronics,4,15.61,2025-06-10,PayPal,Italy
1090,C097,Tennis Racket,Sports,5,67.09,2025-02-17,Debit Card,Italy
1091,C171,Fitness Tracker,Electronics,2,82.22,2025-04-08,Credit Card,Italy
1092,C060,Coffee Mug,Home,3,14.11,2025-06-02,Credit Card,Netherlands
1093,C166,USB-C Cable,Electronics,2,14.66,2025-01-21,PayPal,Italy
1094,C022,Bluetooth Speaker,Electronics,5,61.16,2025-06-02,Credit Card,Italy
1095,C129,Wireless Mouse,Electronics,1,25.19,2025-07-02,Debit Card,Greece
1096,C213,Desk Organizer,Office,4,20.21,2025-02-05,PayPal,Spain
1097,C240,Wireless Mouse,Electronics,3,23.18,2025-05-06,Debit Card,Spain
1098,C098,Phone Case,Electronics,1,18.34,2025-02-13,Credit Card,Italy
1099,C066,USB-C Cable,Electronics,2,10.85,2025-04-03,Bank Transfer,Netherlands
1100,C084,Water Bottle,Sports,1,12.79,2025-01-29,PayPal,Spain
1101,C229,Mechanical Keyboard,Electronics,3,118.62,2025-04-21,Credit Card,Greece
1102,C151,Notebook Set,Office,4,7.65,2025-05-25,Bank Transfer,Greece
1103,C142,HDMI Cable,Electronics,1,17.06,2025-05-18,Credit Card,Spain
1104,C005,Phone Case,Electronics,5,23.09,2025-06-14,Credit Card,Germany
1105,C033,Resistance Bands,Sports,5,25.77,2025-04-29,Bank Transfer,Greece
1106,C201,Desk Lamp,Home,3,46.3,2025-06-02,Debit Card,Germany
1107,C234,Laptop Sleeve,Electronics,4,34.68,2025-01-25,Credit Card,Spain
1108,C168,Water Bottle,Sports,1,16.78,2025-01-30,Bank Transfer,France
1109,C098,Monitor Stand,Office,2,53.29,2025-06-13,PayPal,Greece
1110,C018,Resistance Bands,Sports,1,24.8,2025-04-26,Credit Card,Germany
1111,C225,HDMI Cable,Electronics,2,19.55,2025-06-20,PayPal,Netherlands
1112,C193,Fitness Tracker,Electronics,3,78.58,2025-03-18,PayPal,France
1113,C085,Wireless Mouse,Electronics,2,26.8,2025-06-29,Credit Card,Italy
1114,C173,Water Bottle,Sports,4,16.31,2025-06-06,Bank Transfer,Spain
1115,C167,USB-C Cable,Electronics,5,10.49,2025-01-22,Bank Transfer,Netherlands
1116,C097,Protein Powder,Sports,3,39.86,2025-04-24,Debit Card,Netherlands
1117,C095,Bluetooth Speaker,Electronics,4,57.15,2025-01-17,Debit Card,Netherlands
1118,C236,Monitor Stand,Office,2,53.77,2025-02-07,PayPal,Netherlands
1119,C248,Monitor Stand,Office,1,57.66,2025-03-27,Bank Transfer,Netherlands
1120,C051,Coffee Mug,Home,1,11.4,2025-03-27,Bank Transfer,Germany
1121,C145,Protein Powder,Sports,5,33.02,2025-02-28,Credit Card,Italy
1122,C067,Desk Organizer,Office,2,22.28,2025-05-28,PayPal,GE
1123,C249,Laptop Sleeve,Electronics,5,34.49,2025-03-20,Bank Transfer,Greece
1124,C242,Running Shoes,Sports,3,87.87,2025-05-05,Bank Transfer,France
1125,C127,Monitor Stand,Office,5,54.22,2025-01-26,Debit Card,Greece
1126,C115,Mechanical Keyboard,Electronics,1,117.65,2025-04-25,Debit Card,France
1127,C007,Notebook Set,Office,4,6.82,2025-02-03,Debit Card,Germany
1128,C161,Yoga Mat,Sports,1,36.74,2025-05-17,Bank Transfer,Greece
1129,C086,Phone Case,Electronics,2,24.66,2025-02-11,Bank Transfer,Germany
1130,C211,Mechanical Keyboard,Electronics,5,121.96,2025-03-16,Credit Card,Italy
1131,C161,Fitness Tracker,Electronics,5,84.23,2025-02-15,Credit Card,Greece
1132,C228,USB-C Cable,Electronics,2,11.91,2025-01-30,Bank Transfer,Greece
1133,C017,Yoga Mat,Sports,1,38.8,2025-06-07,Credit Card,France
1134,C159,HDMI Cable,Electronics,2,15.06,2025-06-17,Credit Card,Spain
1135,C226,Protein Powder,Sports,5,39.49,2025-02-09,PayPal,Netherlands
1136,C117,Scented Candle,Home,3,9.82,2025-06-14,Debit Card,Greece
1137,C018,Desk Organizer,Office,2,19.57,2025-06-10,Debit Card,Netherlands
1138,C124,Protein Powder,Sports,4,38.37,2025-03-03,Debit Card,Germany
1139,C080,Desk Organizer,Office,4,20.17,2025-05-26,PayPal,France
1140,C038,Desk Lamp,Home,4,,2025-04-04,PayPal,France
1141,C151,Desk Lamp,Home,1,44.75,2025-03-16,Credit Card,Spain
1142,C164,Bluetooth Speaker,Electronics,1,60.8,2025-04-12,Debit Card,Netherlands
1143,C120,Protein Powder,Sports,3,34.39,2025-06-12,PayPal,Italy
1144,C027,Fitness Tracker,Electronics,1,82.01,2025-05-21,Debit Card,Greece
1145,C120,Protein Powder,Sports,2,38.14,2025-03-17,Bank Transfer,Netherlands
1146,C207,Coffee Mug,Home,2,9.89,2025-04-27,Debit Card,Greece
1147,C008,Laptop Sleeve,Electronics,1,28.55,2025-02-20,PayPal,Spain
1148,C196,Monitor Stand,Office,1,54.27,2025-01-22,Debit Card,Germany
1149,C068,Water Bottle,Sports,3,13.57,2025-06-05,Debit Card,Germany
1150,C068,Yoga Mat,Sports,1,37.24,2025-07-07,Debit Card,Spain
1151,C087,Bluetooth Speaker,Electronics,3,63.47,2025-05-11,Debit Card,France
1152,C241,Scented Candle,Home,5,10.16,2025-05-06,Credit Card,Greece
1153,C204,Bluetooth Speaker,Electronics,2,59.98,2025-05-31,Bank Transfer,Netherlands
1154,C163,Notebook Set,Office,1,7.85,2025-06-21,Debit Card,Italy
1155,C064,Running Shoes,Sports,3,92.72,2025-02-16,Bank Transfer,Germany
1156,C203,Protein Powder,Sports,1,38.0,2025-02-26,Bank Transfer,Netherlands
1157,C133,Fitness Tracker,Electronics,2,82.46,2025-04-07,PayPal,Italy
1158,C127,Tennis Racket,Sports,3,69.37,2025-06-12,Bank Transfer,Netherlands
1159,C010,Bluetooth Speaker,Electronics,2,60.16,2025-03-07,Bank Transfer,Germany
1160,C228,Coffee Mug,Home,5,11.39,2025-02-24,PayPal,France
1161,C022,Resistance Bands,Sports,4,23.67,2025-05-27,PayPal,Germany
1162,C160,Mechanical Keyboard,Electronics,4,120.27,2025-05-10,Bank Transfer,Spain
1163,C082,Phone Case,Electronics,4,18.86,2025-01-21,Debit Card,Spain
1164,C092,USB-C Cable,Electronics,3,16.91,2025-05-23,Credit Card,France
1165,C019,Monitor Stand,Office,1,53.57,2025-06-03,Debit Card,France
1166,C078,Phone Case,Electronics,2,22.91,2025-07-14,Debit Card,Netherlands
1167,C003,Resistance Bands,Sports,3,25.57,2025-04-13,Bank Transfer,Spain
1168,C004,Tennis Racket,Sports,5,63.82,2025-02-22,Bank Transfer,Germany
1169,C122,Notebook Set,Office,5,12.02,2025-06-14,Bank Transfer,Netherlands
1170,C022,Mechanical Keyboard,Electronics,2,120.51,2025-05-04,Bank Transfer,Germany
1171,C008,Monitor Stand,Office,2,,2025-06-11,Debit Card,France
1172,C208,Monitor Stand,Office,3,57.49,2025-03-13,Bank Transfer,Spain
1173,C200,Laptop Sleeve,Electronics,3,33.27,2025-04-08,Credit Card,Italy
1174,C040,Mechanical Keyboard,Electronics,5,118.63,2025-06-25,Bank Transfer,Spain
1175,C137,Coffee Mug,Home,2,11.55,2025-05-16,Credit Card,France
1176,C230,Resistance Bands,Sports,,23.42,2025-02-27,Credit Card,Netherlands
1177,C177,Protein Powder,Sports,4,32.55,2025-01-21,Debit Card,Germany
1178,C073,Bluetooth Speaker,Electronics,2,57.45,2025-03-30,Credit Card,Spain
1179,C044,Mechanical Keyboard,Electronics,4,118.03,2025-04-25,Debit Card,Greece
1180,C191,USB-C Cable,Electronics,4,11.98,2025-03-08,Debit Card,Germany
1181,C171,Tennis Racket,Sports,2,63.62,2025-06-18,PayPal,Italy
1182,C118,Phone Case,Electronics,2,17.5,2025-01-16,Debit Card,Spain
1183,C207,Notebook Set,Office,,9.2,2025-04-09,Bank Transfer,Spain
1184,C024,Resistance Bands,Sports,4,23.9,2025-04-13,PayPal,Spain
1185,C045,HDMI Cable,Electronics,2,15.07,2025-03-01,Bank Transfer,Spain
1186,C179,Desk Organizer,Office,1,22.58,2025-04-25,Credit Card,Germany
1187,C226,Laptop Sleeve,Electronics,3,32.8,2025-07-04,Credit Card,Netherlands
1188,C233,Tennis Racket,Sports,4,62.61,2025-06-05,Credit Card,France
1189,c197,Mechanical Keyboard,Electronics,4,118.66,2025-05-10,Debit Card,France
1190,C007,USB-C Cable,Electronics,4,12.69,2025-04-22,PayPal,Netherlands
1191,C010,Wireless Mouse,Electronics,3,28.35,2025-02-13,Debit Card,France
1192,C119,USB-C Cable,Electronics,1,17.1,2025-06-04,Debit Card,Netherlands
1193,C211,Phone Case,Electronics,2,17.79,2025-02-27,Credit Card,Italy
1194,C137,Coffee Mug,Home,2,9.18,2025-02-03,Credit Card,Netherlands
1195,C046,Bluetooth Speaker,Electronics,1,62.56,2025-07-06,Debit Card,Spain
1196,C208,Scented Candle,Home,1,,2025-04-24,PayPal,Spain
1197,C198,Coffee Mug,Home,2,8.59,2025-03-19,,Germany
1198,C008,Wireless Mouse,Electronics,3,30.66,2025-03-05,Credit Card,Germany
1199,C214,Water Bottle,Sports,2,12.86,2025-01-26,Bank Transfer,Italy
1200,C144,Bluetooth Speaker,Electronics,5,57.96,2025-03-09,Bank Transfer,Spain
1201,C092,Mechanical Keyboard,Electronics,2,119.53,2025-01-18,Bank Transfer,Netherlands
1202,c118,Notebook Set,Office,1,10.49,2025-07-02,PayPal,Netherlands
1203,C227,Bluetooth Speaker,Electronics,4,62.69,2025-04-02,Bank Transfer,Greece
1204,C237,Desk Organizer,Office,2,18.09,2025-03-20,Credit Card,Italy
1205,C100,Desk Lamp,Home,3,45.86,2025-02-28,PayPal,Netherlands
1206,C156,Desk Organizer,Office,4,20.2,2025-04-22,Debit Card,Italy
1207,C060,Wireless Mouse,Electronics,5,28.89,2025-02-15,PayPal,Germany
1208,C159,USB-C Cable,Electronics,1,11.87,2025-02-19,PayPal,Spain
1209,C053,Running Shoes,Sports,2,93.92,2025-06-17,Bank Transfer,Netherlands
1210,C082,Running Shoes,Sports,5,88.73,2025-05-01,PayPal,Greece
1211,C088,Notebook Set,Office,2,13.41,2025-06-02,Credit Card,Netherlands
1212,C179,Notebook Set,Office,5,,2025-04-22,PayPal,Germany
1213,C223,Tennis Racket,Sports,1,69.94,2025-03-05,Credit Card,Netherlands
1214,C033,USB-C Cable,Electronics,2,13.56,2025-06-15,Debit Card,Germany
1215,C120,Resistance Bands,Sports,2,20.41,2025-03-06,Debit Card,Spain
1216,C074,Desk Organizer,Office,4,22.4,2025-06-26,Debit Card,France
1217,C244,Monitor Stand,Office,4,55.53,2025-04-21,Debit Card,Spain
1218,C189,HDMI Cable,Electronics,2,15.41,2025-05-18,Credit Card,Spain
1219,C233,Resistance Bands,Sports,5,24.81,2025-06-01,Debit Card,Italy
1220,C119,Resistance Bands,Sports,4,23.85,2025-03-28,Bank Transfer,Italy
1221,C035,Tennis Racket,Sports,2,62.1,2025-02-23,Debit Card,Greece
1222,C186,Monitor Stand,Office,4,59.76,2025-04-28,Bank Transfer,Spain
1223,C126,Resistance Bands,Sports,5,26.94,2025-02-02,Bank Transfer,Greece
1224,C239,Desk Organizer,Office,2,21.67,2025-03-05,Bank Transfer,France
1225,C090,Scented Candle,Home,4,9.46,2025-06-26,PayPal,Netherlands
1226,C109,Notebook Set,Office,2,10.55,2025-05-17,Credit Card,France
1227,C179,Desk Lamp,Home,3,43.18,2025-06-18,Bank Transfer,Netherlands
1228,C149,Water Bottle,Sports,1,17.69,2025-02-13,Credit Card,Netherlands
1229,C181,Desk Organizer,Office,1,16.83,2025-05-27,Debit Card,Spain
1230,C178,Resistance Bands,Sports,5,21.46,2025-05-31,Bank Transfer,Italy
1231,C225,USB-C Cable,Electronics,1,11.65,2025-06-26,PayPal,Germany
1232,C192,Coffee Mug,Home,3,7.0,2025-01-16,Debit Card,Spain
1233,C179,HDMI Cable,Electronics,5,15.44,2025-05-01,PayPal,Netherlands
1234,C048,Desk Lamp,Home,2,49.59,2025-05-19,Debit Card,Italy
1235,C209,Bluetooth Speaker,Electronics,2,58.45,2025-03-07,Credit Card,Netherlands
1236,C067,HDMI Cable,Electronics,4,13.32,2025-06-24,Credit Card,Netherlands
1237,C097,Yoga Mat,Sports,3,36.69,2025-01-31,PayPal,Greece
1238,C173,Yoga Mat,Sports,1,37.32,2025-01-30,PayPal,Greece
1239,C011,Yoga Mat,Sports,2,36.82,2025-05-28,Credit Card,Spain
1240,C195,Phone Case,Electronics,4,20.43,2025-05-16,PayPal,Italy
1241,C228,Mechanical Keyboard,Electronics,3,120.19,2025-03-17,PayPal,Netherlands
1242,C250,Monitor Stand,Office,3,58.96,2025-02-09,Credit Card,Spain
1243,C214,Desk Lamp,Home,1,44.24,2025-06-18,Credit Card,Italy
1244,C209,Notebook Set,Office,3,8.81,2025-05-10,Bank Transfer,Italy
1245,C164,Mechanical Keyboard,Electronics,1,124.76,2025-06-26,PayPal,Greece
1246,C174,Fitness Tracker,Electronics,2,82.81,2025-06-19,Bank Transfer,Spain
1247,C090,HDMI Cable,Electronics,4,15.07,2025-07-02,Credit Card,Netherlands
1248,C183,Desk Lamp,Home,5,45.98,2025-06-10,Credit Card,Germany
1249,C214,Laptop Sleeve,Electronics,4,30.85,2025-02-27,Bank Transfer,Greece
1250,C063,Bluetooth Speaker,Electronics,2,60.47,2025-07-02,Credit Card,Greece
1251,C042,Mechanical Keyboard,Electronics,4,119.06,2025-03-27,Debit Card,Netherlands
1252,C230,Yoga Mat,Sports,2,38.36,2025-05-31,Bank Transfer,Greece
1253,C058,Desk Organizer,Office,5,22.78,2025-01-31,PayPal,Spain
1254,C186,Coffee Mug,Home,5,9.06,2025-05-06,Debit Card,Germany
1255,C029,USB-C Cable,Electronics,3,17.04,2025-06-15,Debit Card,Netherlands
1256,C033,Mechanical Keyboard,Electronics,4,117.5,2025-06-11,Credit Card,France
1257,C217,Coffee Mug,Home,4,14.46,2025-04-06,PayPal,Netherlands
1258,C170,Protein Powder,Sports,5,32.06,2025-03-12,Credit Card,Spain
1259,C081,Desk Lamp,Home,3,45.65,2025-03-12,Bank Transfer,Netherlands
1260,C038,Running Shoes,Sports,5,94.82,2025-04-06,PayPal,Italy
1261,C218,Desk Organizer,Office,4,17.83,2025-06-25,Debit Card,Spain
1262,C016,Mechanical Keyboard,Electronics,2,122.89,2025-03-09,Debit Card,Netherlands
1263,C199,Water Bottle,Sports,4,19.3,2025-04-25,PayPal,Netherlands
1264,C006,Laptop Sleeve,Electronics,4,30.78,2025-04-11,Bank Transfer,Netherlands
1265,C101,Coffee Mug,Home,1,12.56,2025-05-30,PayPal,France
1266,C220,Laptop Sleeve,Electronics,4,33.01,2025-02-08,Debit Card,France
1267,C207,Running Shoes,Sports,3,88.0,2025-05-12,Debit Card,Italy
1268,C075,Desk Lamp,Home,2,47.21,2025-03-11,Debit Card,Netherlands
1269,C220,Desk Organizer,Office,1,23.1,2025-07-07,Debit Card,Spain
1270,C216,Water Bottle,Sports,1,13.44,2025-02-08,PayPal,Spain
1271,C132,Mechanical Keyboard,Electronics,5,122.78,2025-05-06,Debit Card,Netherlands
1272,C031,Notebook Set,Office,4,10.27,2025-05-20,PayPal,Netherlands
1273,C191,Coffee Mug,Home,1,12.05,2025-05-13,Bank Transfer,France
1274,C003,Yoga Mat,Sports,1,37.13,2025-02-05,Credit Card,Spain
1275,C058,Wireless Mouse,Electronics,5,28.54,2025-06-10,Bank Transfer,France
1276,C152,Water Bottle,Sports,4,16.57,2025-05-18,Bank Transfer,France
1277,C017,Laptop Sleeve,Electronics,2,31.44,2025-04-28,Credit Card,Spain
1278,C208,Scented Candle,Home,4,16.73,2025-01-31,Credit Card,Germany
1279,C047,Protein Powder,Sports,2,32.97,2025-01-16,Bank Transfer,France
1280,C053,Water Bottle,Sports,1,12.68,2025-06-07,PayPal,Greece
1281,C077,Monitor Stand,Office,5,52.0,2025-02-27,Bank Transfer,Netherlands
1282,C243,Scented Candle,Home,3,13.62,2025-07-02,Bank Transfer,Germany
1283,C134,Monitor Stand,Office,5,52.79,2025-06-01,Debit Card,Netherlands
1284,C061,Running Shoes,Sports,2,94.56,2025-02-20,PayPal,Germany
1285,C056,Desk Organizer,Office,3,20.48,2025-03-27,Debit Card,Netherlands
1286,C066,Phone Case,Electronics,4,20.64,2025-06-30,Debit Card,Spain
1287,C174,HDMI Cable,Electronics,2,17.03,2025-06-01,Debit Card,Greece
1288,C163,Bluetooth Speaker,Electronics,3,63.56,2025-06-08,Debit Card,Spain
1289,C202,HDMI Cable,Electronics,4,14.15,2025-01-21,Debit Card,Greece
1290,C176,Laptop Sleeve,Electronics,4,27.7,2025-01-31,PayPal,Netherlands
1291,C200,Phone Case,Electronics,2,17.77,2025-03-13,PayPal,Greece
1292,C057,Coffee Mug,Home,1,12.82,2025-02-15,Debit Card,Italy
1293,C211,Tennis Racket,Sports,1,66.58,2025-05-30,PayPal,Netherlands
1294,C070,Protein Powder,Sports,1,39.56,2025-01-27,Debit Card,France
1295,C089,Laptop Sleeve,Electronics,5,31.73,2025-06-16,Bank Transfer,Spain
1296,C176,Scented Candle,Home,2,12.03,2025-07-02,Debit Card,Germany
1297,C014,Monitor Stand,Office,2,55.66,2025-07-07,Bank Transfer,Netherlands
1298,C091,Fitness Tracker,Electronics,5,81.06,2025-03-29,PayPal,Spain
1299,C237,Notebook Set,Office,3,8.75,2025-06-26,Credit Card,France
1300,C024,USB-C Cable,Electronics,1,14.1,2025-03-17,Credit Card,Germany
1301,C074,Laptop Sleeve,Electronics,4,31.06,2025-01-17,Bank Transfer,Netherlands
1302,C123,Tennis Racket,Sports,5,62.11,2025-07-09,Credit Card,Spain
1303,C213,Wireless Mouse,Electronics,4,30.94,2025-07-13,PayPal,Germany
1304,C236,Scented Candle,Home,5,14.4,2025-01-25,Bank Transfer,Germany
1305,C135,Notebook Set,Office,2,9.61,2025-02-03,PayPal,Germany
1306,C109,Tennis Racket,Sports,4,64.7,2025-02-27,PayPal,Greece
1307,C213,Laptop Sleeve,Electronics,1,29.34,2025-03-30,PayPal,Spain
1308,C189,Desk Organizer,Office,4,19.62,2025-03-11,PayPal,Netherlands
1309,C240,Fitness Tracker,Electronics,5,76.95,2025-05-19,Credit Card,France
1310,C077,Monitor Stand,Office,1,53.49,2025-01-16,PayPal,Netherlands
1311,C026,HDMI Cable,Electronics,4,16.1,2025-03-06,Credit Card,Italy
1312,C032,Tennis Racket,Sports,1,65.77,2025-02-23,PayPal,Germany
1313,C094,HDMI Cable,Electronics,2,19.9,2025-06-01,PayPal,Greece
1314,C113,Water Bottle,Sports,2,14.87,2025-04-15,Bank Transfer,Greece
1315,C051,Yoga Mat,Sports,2,35.16,2025-03-28,Credit Card,Germany
1316,C231,Running Shoes,Sports,2,94.58,2025-07-04,Debit Card,Spain
1317,C031,HDMI Cable,Electronics,4,17.7,2025-06-04,Bank Transfer,Netherlands
1318,C196,Coffee Mug,Home,5,14.65,2025-04-24,Debit Card,Greece
1319,C033,Desk Lamp,Home,3,43.89,2025-05-23,Credit Card,Netherlands
1320,C088,HDMI Cable,Electronics,5,14.31,2025-01-17,Bank Transfer,Spain
1321,C195,HDMI Cable,Electronics,2,16.08,2025-06-22,Debit Card,Netherlands
1322,C197,Yoga Mat,Sports,3,38.56,2025-07-13,Debit Card,Netherlands
1323,C181,Yoga Mat,Sports,5,39.94,2025-06-20,Debit Card,Germany
1324,C163,Desk Lamp,Home,2,42.31,2025-02-14,Debit Card,Spain
1325,C238,Desk Lamp,Home,4,48.91,2025-01-19,Debit Card,Greece
1326,C135,Resistance Bands,Sports,2,22.83,2025-03-12,PayPal,Spain
1327,C165,Running Shoes,Sports,3,89.14,2025-02-12,PayPal,France
1328,C108,Notebook Set,Office,3,5.5,2025-01-27,Debit Card,Greece
1329,C083,Bluetooth Speaker,Electronics,3,57.8,2025-05-15,PayPal,Italy
1330,C243,Tennis Racket,Sports,3,62.78,2025-04-10,,Greece
1331,C142,Desk Lamp,Home,3,48.23,2025-04-17,PayPal,Netherlands
1332,C096,Notebook Set,Office,3,12.6,2025-03-09,Bank Transfer,Greece
1333,C191,Protein Powder,Sports,1,37.63,2025-01-25,Debit Card,Germany
1334,C020,Laptop Sleeve,Electronics,5,30.78,2025-04-12,PayPal,Netherlands
1335,C137,Desk Lamp,Home,1,46.4,2025-02-16,Debit Card,Spain
1336,C225,Laptop Sleeve,Electronics,3,32.73,2025-04-18,Bank Transfer,Netherlands
1337,C018,Tennis Racket,Sports,4,66.79,2025-05-29,Credit Card,Germany
1338,C034,Resistance Bands,Sports,1,20.52,2025-06-08,Credit Card,Netherlands
1339,C127,Laptop Sleeve,Electronics,5,33.0,2025-02-03,Debit Card,Spain
1340,C200,Coffee Mug,Home,4,8.46,2025-06-19,PayPal,Germany
1341,C056,Desk Organizer,Office,1,21.16,2025-05-26,Bank Transfer,Italy
1342,C078,Notebook Set,Office,3,7.29,2025-03-24,Credit Card,Germany
1343,C075,Running Shoes,Sports,2,93.89,2025-03-27,Debit Card,France
1344,C064,Bluetooth Speaker,Electronics,5,59.77,2025-02-13,Credit Card,Netherlands
1345,C095,Mechanical Keyboard,Electronics,1,118.07,2025-07-14,PayPal,Netherlands
1346,C076,Mechanical Keyboard,Electronics,1,118.75,2025-06-24,Credit Card,France
1347,C046,Phone Case,Electronics,1,22.96,2025-06-01,Credit Card,Netherlands
1348,C168,Phone Case,Electronics,5,18.76,2025-06-05,Debit Card,Spain
1349,C149,Coffee Mug,Home,2,12.8,2025-05-09,Debit Card,Netherlands
1350,C231,Tennis Racket,Sports,1,63.48,2025-05-21,Debit Card,Spain
1351,C049,Desk Organizer,Office,4,17.98,2025-03-02,PayPal,Greece
1352,C210,Coffee Mug,Home,5,7.57,2025-03-04,Credit Card,Germany
1353,C233,Coffee Mug,Home,1,12.99,2025-05-29,,Netherlands
1354,C026,Coffee Mug,Home,4,13.1,2025-01-20,Credit Card,Greece
1355,C012,Desk Lamp,Home,2,49.51,2025-02-05,PayPal,Germany
1356,C203,Wireless Mouse,Electronics,1,23.67,2025-06-02,PayPal,Netherlands
1357,C195,Desk Organizer,Office,4,19.33,2025-02-25,PayPal,France
1358,C140,Phone Case,Electronics,5,17.81,2025-02-15,Credit Card,Greece
1359,C131,HDMI Cable,Electronics,2,13.8,2025-01-15,Debit Card,Greece
1360,C091,Resistance Bands,Sports,2,26.07,2025-07-09,Bank Transfer,Netherlands
1361,C029,Tennis Racket,Sports,2,69.65,2025-02-12,Debit Card,Greece
1362,C020,Protein Powder,Sports,3,39.15,2025-02-14,PayPal,Greece
1363,C046,HDMI Cable,Electronics,5,15.39,2025-04-10,Debit Card,Netherlands
1364,C176,Resistance Bands,Sports,5,21.17,2025-03-29,PayPal,Greece
1365,C095,Phone Case,Electronics,1,18.16,2025-01-15,Debit Card,Netherlands
1366,C115,Tennis Racket,Sports,1,64.23,2025-02-12,Bank Transfer,Netherlands
